Date,Open,High,Low,Close,Adj Close,Volume
13-01-2012,490.600006,496.850006,490.299988,491.899994,491.899994,408
16-01-2012,482,494.850006,482,491.700012,491.700012,632
17-01-2012,497.5,502,497.5,501,501,1255
18-01-2012,503,504.899994,498,503.600006,503.600006,1035
19-01-2012,505,506.149994,502.049988,505.75,505.75,2006
20-01-2012,507,510,504.549988,509.399994,509.399994,1985
23-01-2012,504.350006,511,502.5,510.600006,510.600006,1704
24-01-2012,507.600006,518.5,507.600006,517.549988,517.549988,2839
25-01-2012,518,521.099976,517.400024,518.099976,518.099976,3320
27-01-2012,519.200012,525,519.200012,524.599976,524.599976,3106
30-01-2012,511,524,511,519.200012,519.200012,493
31-01-2012,514.599976,525.950012,514.599976,523.950012,523.950012,1119
01-02-2012,519,529.849976,519,529,529,1509
02-02-2012,532,535,530.049988,532.549988,532.549988,2782
03-02-2012,530,538.599976,525,538.049988,538.049988,2929
06-02-2012,539,544.900024,539,540.5,540.5,1627
07-02-2012,541.299988,545,537,537.799988,537.799988,1402
08-02-2012,541,544,535.25,541.099976,541.099976,625
09-02-2012,539.150024,549,539.150024,545.950012,545.950012,1488
10-02-2012,545,548.900024,540.049988,543.700012,543.700012,960
13-02-2012,543.700012,552,541,543.299988,543.299988,3395
14-02-2012,542.049988,547,533.349976,546.700012,546.700012,1476
15-02-2012,547.900024,559,540.049988,556.200012,556.200012,3208
16-02-2012,556,560,553,559.5,559.5,1087
17-02-2012,559,566,559,560.799988,560.799988,1484
21-02-2012,565,568,564,566.299988,566.299988,1047
22-02-2012,567,567.299988,552.549988,554.799988,554.799988,1804
23-02-2012,563.599976,563.599976,552.450012,556.150024,556.150024,429
24-02-2012,553.700012,555.599976,547.099976,551.450012,551.450012,1136
27-02-2012,552.099976,552.099976,538,539.549988,539.549988,2044
28-02-2012,543.299988,549,543.049988,546.700012,546.700012,266
29-02-2012,553.900024,556.650024,547,551.75,551.75,5446
01-03-2012,545,546.950012,541.200012,545.650024,545.650024,1844
02-03-2012,543.299988,550,543.299988,546.200012,546.200012,985
03-03-2012,null,null,null,null,null,null
05-03-2012,553.75,553.75,537,539.349976,539.349976,26809
06-03-2012,539.349976,547.099976,533,535.799988,535.799988,1800
07-03-2012,533,535.599976,528.049988,532.599976,532.599976,3018
09-03-2012,541,541,530.5,534.299988,534.299988,14050
12-03-2012,538,538,532.75,536.75,536.75,460
13-03-2012,540,547,538,546.25,546.25,740
14-03-2012,546.049988,549.5,545.150024,547.349976,547.349976,748
15-03-2012,543.650024,549,538.950012,539.349976,539.349976,617
16-03-2012,537,546.200012,532,533.950012,533.950012,2585
19-03-2012,532,545,526,539,539,1972
20-03-2012,528.75,531.75,525,528.049988,528.049988,2064
21-03-2012,530.950012,539.450012,527.099976,538.400024,538.400024,680
22-03-2012,537.099976,540.650024,523.150024,524.75,524.75,2615
23-03-2012,525,531.5,520,529.400024,529.400024,1522
26-03-2012,530.099976,530.099976,519.150024,521.25,521.25,2918
27-03-2012,526,528,521.099976,525.599976,525.599976,2761
28-03-2012,516.049988,525.25,516.049988,521.549988,521.549988,1384
29-03-2012,520,527,516,524.25,524.25,2026
30-03-2012,524.099976,532,523.200012,530.75,530.75,1174
02-04-2012,530,539.700012,530,535.150024,535.150024,999
03-04-2012,536,539.950012,536,537,537,1366
04-04-2012,536.950012,536.950012,532.150024,532.75,532.75,1383
09-04-2012,530.049988,530.049988,526.349976,528.150024,528.150024,568
10-04-2012,538,538,526,528.799988,528.799988,1271
11-04-2012,525.5,531,523.799988,528.5,528.5,607
12-04-2012,529.099976,533,529.099976,530,530,104
13-04-2012,536.900024,536.900024,522.400024,523.049988,523.049988,611
16-04-2012,521,533.5,520.299988,525.650024,525.650024,674
17-04-2012,527,533,527,531,531,351
18-04-2012,534,538.549988,530.349976,530.75,530.75,334
19-04-2012,533.950012,538.5,529.5,537.700012,537.700012,552
20-04-2012,538,540,525,530.349976,530.349976,597
23-04-2012,530,532.400024,520,521.799988,521.799988,1131
24-04-2012,521.799988,528.950012,521.5,524,524,556
25-04-2012,525,527.849976,521,525,525,81
26-04-2012,527.549988,527.549988,520.25,526,526,87
27-04-2012,528.599976,528.599976,520.25,522.849976,522.849976,644
30-04-2012,527.950012,530.799988,522.400024,525.849976,525.849976,432
02-05-2012,526,530,524.200012,526.549988,526.549988,280
03-05-2012,525,527.400024,524,524.849976,524.849976,174
04-05-2012,521,522.099976,510.450012,515.5,515.5,2637
07-05-2012,510,519.900024,503.600006,517.150024,517.150024,2950
08-05-2012,512,514.900024,506,508.549988,508.549988,1137
09-05-2012,503.5,509.350006,500.5,504.200012,504.200012,1436
10-05-2012,509,509,500,501.600006,501.600006,848
11-05-2012,500.5,503,497,501.100006,501.100006,1437
14-05-2012,502,502,488,492,492,4768
15-05-2012,492,496.899994,490,495.350006,495.350006,3007
16-05-2012,492,494.850006,486.399994,489.850006,489.850006,5096
17-05-2012,497,497,490.149994,492.75,492.75,2034
18-05-2012,485.899994,496,485,495.299988,495.299988,2140
21-05-2012,494,496,488.5,493.850006,493.850006,1294
22-05-2012,494.149994,496.899994,489,490.649994,490.649994,570
23-05-2012,489,489.899994,486,489.700012,489.700012,534
24-05-2012,501,501,488.549988,494.799988,494.799988,1343
25-05-2012,501,501,492,497.899994,497.899994,308
28-05-2012,497,500.399994,496.450012,500,500,2255
29-05-2012,500,504.549988,499,500.600006,500.600006,501
30-05-2012,500,500,497,497,497,290
31-05-2012,497,503.899994,493.5,501.649994,501.649994,826
01-06-2012,496.700012,498,490,491.600006,491.600006,1547
04-06-2012,486,492,480,491.700012,491.700012,1447
05-06-2012,488.100006,495.5,488.100006,495.399994,495.399994,168
06-06-2012,498.799988,507.5,494,503.549988,503.549988,1324
07-06-2012,510,510,504,507.899994,507.899994,484
08-06-2012,510,511.100006,502.100006,510.049988,510.049988,1331
11-06-2012,511.5,516.299988,507,508.75,508.75,5221
12-06-2012,502.5,516,495,514.900024,514.900024,1651
13-06-2012,516,517.349976,512.75,514.799988,514.799988,975
14-06-2012,515.400024,515.400024,508.100006,508.649994,508.649994,315
15-06-2012,506,519,505.049988,518.599976,518.599976,811
18-06-2012,515.200012,521,506,511.299988,511.299988,385
19-06-2012,510,514.900024,507.149994,514.150024,514.150024,769
20-06-2012,511.049988,517,511.049988,516.650024,516.650024,102
21-06-2012,515,522,513.25,520.349976,520.349976,1272
22-06-2012,518.799988,519.650024,514.700012,519.25,519.25,1127
25-06-2012,521.900024,524.849976,514.099976,517.650024,517.650024,920
26-06-2012,515.049988,517,514,515.450012,515.450012,543
27-06-2012,518.049988,518.900024,516.75,516.849976,516.849976,240
28-06-2012,519,521.049988,516.150024,516.700012,516.700012,815
29-06-2012,519,536,519,533.299988,533.299988,9665
02-07-2012,533.299988,533.700012,527.049988,533.299988,533.299988,1566
03-07-2012,535,535,530.450012,531.799988,531.799988,2156
04-07-2012,533,535.200012,518.700012,534.200012,534.200012,7111
05-07-2012,535.400024,537.799988,533.349976,536.25,536.25,625
06-07-2012,534.5,537.5,530.25,535.299988,535.299988,2061
09-07-2012,532.400024,532.599976,528.049988,531.25,531.25,274
10-07-2012,523.099976,538.799988,523.099976,534.450012,534.450012,373
11-07-2012,532.5,534.799988,530.5,533.299988,533.299988,332
12-07-2012,529.5,529.5,523.099976,526.849976,526.849976,518
13-07-2012,528.900024,528.900024,524,524,524,103
16-07-2012,525.049988,528,523.049988,525.849976,525.849976,1726
17-07-2012,522.549988,525.099976,520.099976,522.400024,522.400024,100
18-07-2012,520.549988,528.5,520.5,524.599976,524.599976,255
19-07-2012,530,531.200012,525.099976,528.900024,528.900024,5870
20-07-2012,524,528,524,525.950012,525.950012,556
23-07-2012,522,523.450012,516.099976,516.950012,516.950012,865
24-07-2012,517.650024,519.900024,517,517.700012,517.700012,397
25-07-2012,515.200012,525,511,519.150024,519.150024,1079
26-07-2012,513.349976,517.75,510,511.5,511.5,263
27-07-2012,516,520.549988,514.150024,514.75,514.75,1850
30-07-2012,515,528,515,525.200012,525.200012,323
31-07-2012,525.950012,528,521.25,527.450012,527.450012,308
01-08-2012,529.200012,530.950012,525.099976,528.799988,528.799988,1191
02-08-2012,521.150024,529.150024,521.150024,525.299988,525.299988,218
03-08-2012,523,528.349976,522.400024,527.75,527.75,621
06-08-2012,530,532,529.349976,529.900024,529.900024,461
07-08-2012,530,537,530,534.650024,534.650024,833
08-08-2012,532,539.5,532,535.75,535.75,1443
09-08-2012,536.5,537.799988,532.25,533.650024,533.650024,781
10-08-2012,532.5,536,532.049988,533.299988,533.299988,150
13-08-2012,533,539,533,537.75,537.75,237
14-08-2012,531.599976,541.900024,531.599976,541.450012,541.450012,897
16-08-2012,541.900024,542.900024,535.099976,538.25,538.25,490
17-08-2012,539.049988,542.75,533,537.950012,537.950012,497
21-08-2012,538.049988,544.700012,538,544.150024,544.150024,340
22-08-2012,541.099976,545.5,541.099976,543.900024,543.900024,753
23-08-2012,544.849976,547.200012,541,543.5,543.5,2964
24-08-2012,542,542,538,539.200012,539.200012,1235
27-08-2012,540,541.950012,536.200012,537.5,537.5,433
28-08-2012,535.200012,538.950012,532.5,538.099976,538.099976,198
29-08-2012,540.5,540.5,531.5,532.25,532.25,1329
30-08-2012,530.700012,533,528.5,531.200012,531.200012,549
31-08-2012,531,533.900024,528,530.849976,530.849976,1042
03-09-2012,530,530.099976,526.150024,526.599976,526.599976,720
04-09-2012,527.849976,531.799988,525.650024,530.299988,530.299988,438
05-09-2012,529,529,524,527,527,953
06-09-2012,525,528.900024,524,526.799988,526.799988,442
07-09-2012,530.650024,539.950012,530.650024,539.299988,539.299988,1220
08-09-2012,null,null,null,null,null,null
10-09-2012,540,543.150024,539.049988,541.400024,541.400024,730
11-09-2012,541,548,539.5,545.099976,545.099976,478
12-09-2012,543.950012,545.450012,540.25,544.950012,544.950012,423
13-09-2012,540,547,540,546.75,546.75,802
14-09-2012,550,562,550,560.25,560.25,5762
17-09-2012,570,571,561.099976,562.049988,562.049988,5913
18-09-2012,560.950012,565,560.950012,561.950012,561.950012,1105
20-09-2012,560,563,558.150024,560.349976,560.349976,706
21-09-2012,562.950012,573.400024,562.950012,571.099976,571.099976,3891
24-09-2012,570,573.900024,566.549988,570.349976,570.349976,2419
25-09-2012,571,573,568,571.400024,571.400024,1457
26-09-2012,566,574.150024,565,567.650024,567.650024,1094
27-09-2012,570,572.700012,565,565.400024,565.400024,304
28-09-2012,570,577,570,573.400024,573.400024,3019
01-10-2012,570,576.950012,570,575.349976,575.349976,783
03-10-2012,577,577.950012,575,575.799988,575.799988,1116
04-10-2012,578,589.900024,578,582.5,582.5,1512
05-10-2012,581,583,572,579.200012,579.200012,2256
08-10-2012,578.5,578.5,568.099976,570.049988,570.049988,1107
09-10-2012,573,575.049988,572,573,573,1059
10-10-2012,571,573.25,568.200012,569.75,569.75,844
11-10-2012,570,580,565.599976,579.75,579.75,559
12-10-2012,577.400024,579.849976,574,575.150024,575.150024,696
15-10-2012,575.5,577,570,576,576,537
16-10-2012,576.5,579.799988,565.099976,567.200012,567.200012,544
17-10-2012,580,580,565.599976,567.549988,567.549988,511
18-10-2012,570,577.950012,569,577.450012,577.450012,1571
19-10-2012,570,575,570,572,572,1055
22-10-2012,569.75,577.950012,569,575.950012,575.950012,743
23-10-2012,573.599976,576.900024,572,574.599976,574.599976,89
25-10-2012,575,578.799988,570.049988,577.349976,577.349976,398
29-10-2012,573,573.75,566.099976,570.900024,570.900024,343
30-10-2012,570.099976,570.099976,563.5,565.950012,565.950012,406
31-10-2012,562.75,566.950012,562.200012,565.549988,565.549988,877
01-11-2012,568,569.900024,562.299988,569.900024,569.900024,565
02-11-2012,568,575.049988,568,572.200012,572.200012,556
05-11-2012,575,576.700012,572,573.5,573.5,339
06-11-2012,575,579.25,570.549988,577.150024,577.150024,300
07-11-2012,575,582.549988,575,581.200012,581.200012,1380
08-11-2012,577.950012,578,576,577.849976,577.849976,246
09-11-2012,575,579.5,570.799988,572.900024,572.900024,456
11-11-2012,null,null,null,null,null,null
12-11-2012,572.099976,573.900024,570,573.900024,573.900024,724
15-11-2012,570,571.200012,565,567.549988,567.549988,1386
16-11-2012,570,570.799988,560.700012,562.5,562.5,1127
19-11-2012,562,563.799988,555.5,563.299988,563.299988,689
20-11-2012,563.049988,565,553.099976,556.25,556.25,3067
21-11-2012,564,564,560,564,564,243
22-11-2012,563,568.599976,561.25,566,566,85
23-11-2012,563.099976,568.650024,563.099976,564.950012,564.950012,100
26-11-2012,565,569.950012,561.049988,568.599976,568.599976,291
27-11-2012,570,579.900024,570,578.700012,578.700012,2533
29-11-2012,571,587.5,571,584.799988,584.799988,3436
30-11-2012,587,592.700012,583,590.400024,590.400024,8362
03-12-2012,590,593.849976,586.5,593.450012,593.450012,543
04-12-2012,590,592.75,588.5,592.450012,592.450012,943
05-12-2012,592.450012,595.799988,591.5,593.75,593.75,4159
06-12-2012,594,599,588.049988,596.900024,596.900024,10958
07-12-2012,595,600,592.299988,600,600,2384
10-12-2012,595,600.950012,590.650024,592.900024,592.900024,291
11-12-2012,598,599.900024,589,593.200012,593.200012,1887
12-12-2012,593,595,590.349976,592.200012,592.200012,219
13-12-2012,593,594.900024,586.400024,588,588,1173
14-12-2012,590,593.599976,585,592.849976,592.849976,1618
17-12-2012,600,600,588.349976,592.25,592.25,308
18-12-2012,593.299988,594.900024,587.299988,592.5,592.5,1849
19-12-2012,596,597,593.049988,595.5,595.5,385
20-12-2012,595,598.950012,590,593.950012,593.950012,834
21-12-2012,593,594.450012,587,587.450012,587.450012,652
24-12-2012,586.849976,592.950012,586.849976,589.950012,589.950012,631
26-12-2012,590,596.849976,588.049988,595.5,595.5,237
27-12-2012,592.299988,596,592.25,593.75,593.75,899
28-12-2012,593,594.75,592,594.299988,594.299988,257
31-12-2012,595,600,592,595.950012,595.950012,1676
01-01-2013,596,603.849976,596,602.400024,602.400024,997
02-01-2013,603,604.950012,601.400024,602,602,1124
03-01-2013,605,610,601,602.650024,602.650024,1300
04-01-2013,607,607,600.950012,602.549988,602.549988,975
07-01-2013,605,607.549988,602,603.799988,603.799988,1602
08-01-2013,605,608,601.099976,604,604,356
09-01-2013,604,606.700012,598.200012,601.200012,601.200012,766
10-01-2013,603.099976,605.700012,600.349976,603.200012,603.200012,425
11-01-2013,601.549988,604.349976,598.099976,598.599976,598.599976,1575
14-01-2013,598,609.700012,598,607.299988,607.299988,2131
15-01-2013,601.099976,611,601.099976,609.049988,609.049988,1112
16-01-2013,608.200012,608.900024,602.349976,604.75,604.75,148
17-01-2013,606,609.950012,605.400024,609,609,317
18-01-2013,610,612.75,608.150024,611.349976,611.349976,677
21-01-2013,610,612.799988,610,611.099976,611.099976,989
22-01-2013,611.5,612.950012,610,610,610,1216
23-01-2013,613,613,605.049988,609.049988,609.049988,683
24-01-2013,610,610,604.099976,605.299988,605.299988,420
25-01-2013,606,611,606,611,611,149
28-01-2013,621,631,605.599976,613.700012,613.700012,566
29-01-2013,610.400024,616,607.099976,608.099976,608.099976,695
30-01-2013,608.5,611,607,608.299988,608.299988,64
31-01-2013,612.950012,614.849976,603.599976,605.799988,605.799988,193
01-02-2013,610,612.950012,606,606.700012,606.700012,691
04-02-2013,606.25,609.849976,597.700012,602.150024,602.150024,1031
05-02-2013,602.150024,603.950012,596.25,601.5,601.5,715
06-02-2013,605,612.700012,600,600,600,158
07-02-2013,600,603.75,593.5,595,595,1297
08-02-2013,593,601.950012,590.599976,594.950012,594.950012,1252
11-02-2013,594.5,599,591.299988,592.950012,592.950012,519
12-02-2013,601,611.25,593.049988,595.5,595.5,327
13-02-2013,595,603,595,599,599,53
14-02-2013,598,599,595,595,595,230
15-02-2013,594,596.450012,590,591.5,591.5,106
18-02-2013,595,598.799988,593,597.799988,597.799988,65
19-02-2013,598,599,593,597.700012,597.700012,636
20-02-2013,597,602.900024,597,601.950012,601.950012,146
21-02-2013,598,598,592,594.25,594.25,924
22-02-2013,595,595.349976,590,592.799988,592.799988,575
25-02-2013,592.799988,594.950012,590.5,592.849976,592.849976,330
26-02-2013,590.049988,590.349976,580.799988,583.700012,583.700012,1563
27-02-2013,585,595,582.349976,592.349976,592.349976,209
28-02-2013,590.049988,591,577,578.599976,578.599976,922
01-03-2013,592.75,592.75,575.200012,579.900024,579.900024,1451
04-03-2013,575.099976,579,573,577.950012,577.950012,5201
05-03-2013,580,589,578.150024,585.549988,585.549988,2982
06-03-2013,587,590.75,586.099976,590.400024,590.400024,226
07-03-2013,586.049988,598,586.049988,594.950012,594.950012,492
08-03-2013,594,601.25,592,599,599,730
11-03-2013,596,601.200012,596,597.75,597.75,788
12-03-2013,597.099976,600.049988,595,595.599976,595.599976,519
13-03-2013,594,594,584,584.549988,584.549988,450
14-03-2013,584.549988,592.849976,581.099976,589.099976,589.099976,637
15-03-2013,589,594.799988,583.150024,587.900024,587.900024,2030
18-03-2013,585,585,578.549988,579.25,579.25,1292
19-03-2013,584,584,571,572.900024,572.900024,4487
20-03-2013,573,573.900024,569,569.400024,569.400024,2503
21-03-2013,571,575.450012,563,567.299988,567.299988,2640
22-03-2013,580,580,563,567.349976,567.349976,1410
25-03-2013,570,572.900024,564,564.650024,564.650024,517
26-03-2013,566,566,561.099976,565.700012,565.700012,622
28-03-2013,565,573,560.950012,567.599976,567.599976,2453
01-04-2013,573,573,567.799988,571.25,571.25,372
02-04-2013,571.25,577,568,574.75,574.75,1164
03-04-2013,571,573.599976,550.049988,567.5,567.5,694
04-04-2013,564.299988,567,560.400024,566,566,1943
05-04-2013,562,563,554.200012,555.299988,555.299988,1498
08-04-2013,555.150024,575,555.150024,563.150024,563.150024,213
09-04-2013,564.849976,564.849976,555,559.200012,559.200012,316
10-04-2013,552.099976,560.950012,552.099976,560.450012,560.450012,425
11-04-2013,560,560.950012,555.049988,560.349976,560.349976,389
12-04-2013,556,565.5,551.099976,553.450012,553.450012,374
15-04-2013,557.950012,559.349976,551.799988,557.099976,557.099976,11477
16-04-2013,561.950012,572.900024,560,569.5,569.5,320
17-04-2013,566,572.599976,565,569.200012,569.200012,467
18-04-2013,568,577,567,575.299988,575.299988,212
22-04-2013,580,582,576.299988,581.049988,581.049988,983
23-04-2013,582,582.849976,576.5,580.700012,580.700012,575
25-04-2013,584.049988,588,582.150024,586.049988,586.049988,687
26-04-2013,585.299988,585.400024,582.599976,583.900024,583.900024,269
29-04-2013,585,589.849976,583.900024,586.150024,586.150024,2435
30-04-2013,588,590,582.599976,589.049988,589.049988,907
02-05-2013,593,598,590,595,595,2369
03-05-2013,595,596.650024,591,592,592,457
06-05-2013,593.25,595.950012,590.849976,593.650024,593.650024,529
07-05-2013,596,603,591.150024,602.799988,602.799988,2514
08-05-2013,596.799988,605,596.549988,602.650024,602.650024,1772
09-05-2013,602.099976,605,599.049988,600.650024,600.650024,1155
10-05-2013,601.299988,607,600.049988,605.099976,605.099976,1653
13-05-2013,604.150024,605.599976,595.099976,596.450012,596.450012,2002
14-05-2013,595,600.349976,594.450012,599.700012,599.700012,902
15-05-2013,602,613,602,612.599976,612.599976,2914
16-05-2013,612,616,610.099976,611.75,611.75,2465
17-05-2013,613.950012,616.450012,605.599976,614.75,614.75,1171
20-05-2013,618,621,612.450012,613.150024,613.150024,998
21-05-2013,614,614.049988,606.849976,607.349976,607.349976,564
22-05-2013,610,612,606.099976,607,607,171
23-05-2013,605,605.799988,595,596.25,596.25,2614
24-05-2013,599.650024,603,593,599.25,599.25,215
27-05-2013,596,608.700012,553.700012,607.700012,607.700012,783
28-05-2013,600,612.5,600,610,610,764
29-05-2013,610,610,602.299988,606.75,606.75,957
30-05-2013,608,613,606.849976,611.900024,611.900024,164
31-05-2013,611,611,601.099976,602.150024,602.150024,1974
03-06-2013,601,608,595.099976,598.349976,598.349976,694
04-06-2013,598,607,592.150024,594.150024,594.150024,1601
05-06-2013,593.75,596,590.049988,594.950012,594.950012,917
06-06-2013,592.099976,597,587,594.099976,594.099976,332
07-06-2013,592,598.900024,592,593.5,593.5,338
10-06-2013,593.5,595,589,589.849976,589.849976,1263
11-06-2013,590,590,580,583.849976,583.849976,1529
12-06-2013,580.950012,582.450012,578,580.25,580.25,1391
13-06-2013,579,579,572.549988,577.450012,577.450012,2028
14-06-2013,577,585,577,584.75,584.75,254
17-06-2013,587.950012,596,582,594.150024,594.150024,1002
18-06-2013,586.849976,592.900024,582.299988,586.700012,586.700012,2162
19-06-2013,586,587.950012,583.75,585.900024,585.900024,180
20-06-2013,580,580,571.099976,572.849976,572.849976,3143
21-06-2013,570,574,565.099976,569.799988,569.799988,1190
24-06-2013,575,575,560,562.700012,562.700012,2766
25-06-2013,565,570,560.049988,566.5,566.5,2265
26-06-2013,566.75,569,561,564.549988,564.549988,773
27-06-2013,570,572,563,571.150024,571.150024,629
28-06-2013,574.400024,591,574.400024,588.799988,588.799988,712
01-07-2013,588,592,586.5,591,591,344
02-07-2013,590,597,589,589.349976,589.349976,891
03-07-2013,587.099976,590.900024,580,585.700012,585.700012,522
04-07-2013,584.5,590,584.150024,586.099976,586.099976,110
05-07-2013,590,598,590,594.400024,594.400024,532
08-07-2013,588,593,580.849976,590.349976,590.349976,820
09-07-2013,590,592.5,585.099976,590.150024,590.150024,601
10-07-2013,590,591,586,587.299988,587.299988,175
11-07-2013,590.400024,598,571,595.700012,595.700012,1016
12-07-2013,596,603.400024,596,602,602,1498
15-07-2013,599,608,599,605.150024,605.150024,773
16-07-2013,604,604,597,601.099976,601.099976,936
17-07-2013,602,603.299988,598.950012,602.299988,602.299988,942
18-07-2013,603,608,602.700012,605.349976,605.349976,499
19-07-2013,605,609.849976,605,608.799988,608.799988,1409
22-07-2013,609.25,609.900024,605,608.5,608.5,1424
23-07-2013,608,613.599976,608,612,612,464
24-07-2013,608,608,599.799988,603.349976,603.349976,735
25-07-2013,602.950012,602.950012,595.799988,596.299988,596.299988,935
26-07-2013,600,600,591.75,592.299988,592.299988,1097
29-07-2013,596.950012,596.950012,587,588.650024,588.650024,540
30-07-2013,588,591.950012,581.5,582.799988,582.799988,1323
31-07-2013,580,584.849976,575,580.75,580.75,642
01-08-2013,586.950012,587.75,577.099976,579.049988,579.049988,1223
02-08-2013,587.950012,588,571.049988,578.650024,578.650024,754
05-08-2013,581.950012,582,573.099976,575.650024,575.650024,645
06-08-2013,575.400024,575.400024,558.299988,561.799988,561.799988,2272
07-08-2013,562,570.099976,559,562.599976,562.599976,1075
08-08-2013,561,565.049988,556.200012,565,565,536
12-08-2013,565,570.75,560,569.25,569.25,888
13-08-2013,565,581.900024,564,579.75,579.75,1657
14-08-2013,579.5,581,575,578.650024,578.650024,6514
16-08-2013,578,578,557.849976,562.799988,562.799988,7826
19-08-2013,560,560,545,550.650024,550.650024,8370
20-08-2013,545,552.5,543,549.799988,549.799988,2158
21-08-2013,553,555.099976,542.25,546.099976,546.099976,5844
22-08-2013,540,548.950012,536,547.849976,547.849976,8116
23-08-2013,549.799988,552,544,550.650024,550.650024,1685
26-08-2013,555.400024,558,551,554.700012,554.700012,1140
27-08-2013,548,548,533.700012,537.400024,537.400024,3163
28-08-2013,535,544,522,540.049988,540.049988,4039
29-08-2013,536,548,536,543.599976,543.599976,960
30-08-2013,545,551,542,549.849976,549.849976,1287
02-09-2013,553,560.799988,548.5,559.549988,559.549988,1720
03-09-2013,558,558,540,543.900024,543.900024,2132
04-09-2013,545.799988,552.5,545.799988,549.549988,549.549988,517
05-09-2013,555.299988,565,555.299988,563.900024,563.900024,1588
06-09-2013,561.5,573.849976,561.5,571.75,571.75,1879
10-09-2013,580.5,593.5,566.099976,591.5,591.5,3426
11-09-2013,589,596,587,595.200012,595.200012,924
12-09-2013,592,598,587.75,589.700012,589.700012,876
13-09-2013,587.099976,593,585,591.700012,591.700012,1873
16-09-2013,598.25,599.950012,587,590.349976,590.349976,478
17-09-2013,588.099976,592.099976,587,590.900024,590.900024,512
18-09-2013,593.5,597,588.049988,594.549988,594.549988,556
19-09-2013,600,617.849976,600,616.450012,616.450012,3970
20-09-2013,613,617.900024,596,603.849976,603.849976,3474
23-09-2013,600,608.75,595.049988,596.650024,596.650024,491
24-09-2013,595.099976,600.900024,593.5,596.299988,596.299988,691
25-09-2013,596,597,586.450012,594.25,594.25,728
26-09-2013,596.950012,600.900024,590.5,597.450012,597.450012,1440
27-09-2013,594.099976,596.950012,590.349976,591.950012,591.950012,289
30-09-2013,592,592,581,582.150024,582.150024,426
01-10-2013,580.049988,587.25,580.049988,585.75,585.75,327
03-10-2013,587,598,584.099976,597.5,597.5,4583
04-10-2013,600,601.950012,594,598,598,529
07-10-2013,595,602.950012,588.450012,599.450012,599.450012,452
08-10-2013,603,607,598.049988,600.349976,600.349976,154
09-10-2013,600,609.650024,599,603.950012,603.950012,1251
10-10-2013,610,610,604,608.5,608.5,423
11-10-2013,614.700012,616,608.5,613.950012,613.950012,962
14-10-2013,613,618.75,613,615.650024,615.650024,427
15-10-2013,619,620,600.450012,615.599976,615.599976,936
17-10-2013,612,618.75,609.099976,610.200012,610.200012,1023
18-10-2013,609,624.849976,608.5,617.400024,617.400024,4349
21-10-2013,620,629.5,620,627.950012,627.950012,909
22-10-2013,628,629.950012,617.5,620.599976,620.599976,1273
23-10-2013,620.599976,627.900024,601,621.549988,621.549988,565
24-10-2013,619,630,619,621.849976,621.849976,330
25-10-2013,621.5,625.950012,616,621.5,621.5,468
28-10-2013,621,621,617,618.299988,618.299988,453
29-10-2013,617,629.400024,612.5,627.599976,627.599976,1788
30-10-2013,626,634,625,629.299988,629.299988,965
31-10-2013,628,635,623.599976,631.299988,631.299988,4353
01-11-2013,633,639.549988,633,635.799988,635.799988,898
05-11-2013,637.099976,638,631.599976,632.099976,632.099976,308
06-11-2013,636,645.049988,627.299988,628.650024,628.650024,655
07-11-2013,630,635,623.049988,623.650024,623.650024,396
08-11-2013,625,630.700012,622,622,622,537
11-11-2013,621,621,614.099976,615.849976,615.849976,557
12-11-2013,620,628,615.349976,616.25,616.25,2523
13-11-2013,615,615,604,605.349976,605.349976,958
14-11-2013,612,616.950012,610.049988,614.099976,614.099976,219
18-11-2013,620,625,619,623.799988,623.799988,428
19-11-2013,625,628.099976,622,627.799988,627.799988,264
20-11-2013,627,627,617,618.299988,618.299988,1654
21-11-2013,618.299988,618.299988,608,609.400024,609.400024,618
22-11-2013,612,614.950012,603.200012,606.400024,606.400024,286
25-11-2013,612.950012,618,612.950012,615.950012,615.950012,216
26-11-2013,613.049988,617.5,613.049988,614.150024,614.150024,4077
27-11-2013,619,619,611.299988,614.849976,614.849976,121
28-11-2013,616,623,611.599976,620.849976,620.849976,522
29-11-2013,620,624.799988,620,621.900024,621.900024,315
02-12-2013,620,629.200012,620,628.700012,628.700012,207
03-12-2013,630,633,626,630.099976,630.099976,727
04-12-2013,628,630,624,626,626,781
05-12-2013,630.400024,634.900024,628.099976,632.549988,632.549988,691
06-12-2013,635,635,630,633.900024,633.900024,235
09-12-2013,650,650,640,643,643,675
10-12-2013,640.150024,645,637.549988,641,641,374
11-12-2013,642,642,635,639.200012,639.200012,206
12-12-2013,636,638,630,635.049988,635.049988,633
13-12-2013,629,631,621.200012,623.799988,623.799988,665
16-12-2013,626,627,620.150024,621,621,1053
17-12-2013,623.049988,626.900024,615,619.049988,619.049988,632
18-12-2013,624,629,624,628.950012,628.950012,165
19-12-2013,630,631.5,622.650024,623.099976,623.099976,934
20-12-2013,624,635,624,632.049988,632.049988,743
23-12-2013,635.049988,638.650024,634.950012,635.599976,635.599976,552
24-12-2013,634.5,639.700012,630.650024,632.349976,632.349976,159
26-12-2013,634,637,631.150024,633.849976,633.849976,624
27-12-2013,637.049988,642.900024,637,637.799988,637.799988,692
30-12-2013,639,644.900024,632.599976,637.900024,637.900024,299
31-12-2013,636,640,634.5,640,640,78
