Date,Open,High,Low,Close,Adj Close,Volume
05-04-2010,531,538.450012,531,537.200012,537.200012,666
06-04-2010,537.5,537.5,532.049988,534,534,25
07-04-2010,533,540.5,531,534.299988,534.299988,567
08-04-2010,501.5,537.099976,501.5,531.5,531.5,386
09-04-2010,525,537.5,525,532.950012,532.950012,80
12-04-2010,536,538,531,531,531,8
13-04-2010,530.5,533,528.049988,530.950012,530.950012,66
15-04-2010,532,535.950012,529.400024,529.400024,529.400024,269
16-04-2010,503.100006,527,503.100006,525,525,69
19-04-2010,520,523.349976,518.5,522.25,522.25,202
20-04-2010,513.549988,526,510.200012,521.700012,521.700012,433
21-04-2010,524,526.150024,521.099976,523.700012,523.700012,304
22-04-2010,524.650024,533.849976,524,527.450012,527.450012,218
23-04-2010,528.950012,531.950012,525,530.799988,530.799988,188
26-04-2010,526,526,526,526,526,10
27-04-2010,539,539,505.649994,530,530,3324
28-04-2010,545,545,519.099976,521.349976,521.349976,1995
29-04-2010,501.100006,524.049988,501.100006,523.549988,523.549988,1309
30-04-2010,528.450012,528.450012,524.049988,524.049988,524.049988,94
03-05-2010,522,522.200012,520,521.5,521.5,614
04-05-2010,522,522,514.049988,514.549988,514.549988,1001
05-05-2010,508.799988,515.700012,508.799988,514.650024,514.650024,2083
06-05-2010,525.950012,525.950012,507,510.799988,510.799988,2058
07-05-2010,506.5,507.700012,502,503.149994,503.149994,2218
10-05-2010,510,520.549988,504,519.549988,519.549988,1028
11-05-2010,517,517.5,512.049988,513.700012,513.700012,1008
12-05-2010,517.150024,517.150024,509.75,513.349976,513.349976,1496
13-05-2010,521,522,517.849976,518.549988,518.549988,2337
14-05-2010,518.599976,521.200012,509.350006,511.200012,511.200012,644
17-05-2010,504,547.700012,501.5,510.700012,510.700012,1387
18-05-2010,508.899994,511.299988,504.600006,508.850006,508.850006,220
19-05-2010,501.049988,515,500,503.149994,503.149994,778
20-05-2010,499,507,498.5,504.549988,504.549988,167
21-05-2010,498,499.899994,492,499,499,434
24-05-2010,498.5,503.950012,498.5,500.899994,500.899994,160
25-05-2010,499.700012,499.700012,488,491.549988,491.549988,1374
26-05-2010,496,496,490.100006,495.899994,495.899994,449
27-05-2010,488.25,498,488.25,498,498,125
28-05-2010,506,506,502,505.100006,505.100006,1674
31-05-2010,581,581,501.5,506.299988,506.299988,393
01-06-2010,507.450012,507.450012,500,500,500,1147
02-06-2010,502.399994,504.850006,500.299988,504.200012,504.200012,271
03-06-2010,512,513,509.299988,509.950012,509.950012,626
04-06-2010,505,525,505,520.349976,520.349976,959
07-06-2010,505,509.799988,502,504.899994,504.899994,1580
08-06-2010,507,507,500,501,501,183
09-06-2010,503.450012,507.799988,502,502.399994,502.399994,403
10-06-2010,505.049988,513,505.049988,512.049988,512.049988,1750
11-06-2010,510,515.950012,510,513.900024,513.900024,4930
14-06-2010,516.450012,520.799988,515.650024,519.950012,519.950012,1453
15-06-2010,520,524.900024,519.849976,523.25,523.25,1749
16-06-2010,523,525,521.950012,522.75,522.75,675
17-06-2010,522.349976,528.450012,522.349976,527.099976,527.099976,1501
18-06-2010,528,530,525.5,528,528,2672
21-06-2010,528.900024,535.950012,528.599976,535.200012,535.200012,6134
22-06-2010,533,539.900024,533,535.450012,535.450012,2144
23-06-2010,530,536.450012,530,535.400024,535.400024,587
24-06-2010,537,537,529.049988,532.349976,532.349976,1805
25-06-2010,532.950012,536,530,533.75,533.75,3391
28-06-2010,523.150024,533,523.150024,529.950012,529.950012,308
29-06-2010,528.099976,534.299988,528.099976,529.200012,529.200012,53
30-06-2010,523,532.950012,523,532.75,532.75,68
01-07-2010,521.150024,529.75,521.150024,525.599976,525.599976,307
02-07-2010,527.099976,529,523,525.599976,525.599976,295
05-07-2010,527.5,530.049988,518.150024,528.650024,528.650024,3231
06-07-2010,528.650024,532,528.650024,529.549988,529.549988,95
07-07-2010,530.400024,530.700012,525.049988,525.049988,525.049988,120
08-07-2010,526,534,526,530.200012,530.200012,793
09-07-2010,536.5,537,532.549988,535.150024,535.150024,134
12-07-2010,543.799988,543.799988,535.150024,535.799988,535.799988,415
13-07-2010,535,544.450012,535,544.450012,544.450012,709
14-07-2010,538.049988,546.5,538.049988,540.049988,540.049988,350
15-07-2010,540,543,533.150024,540,540,97
16-07-2010,543.25,543.900024,538.150024,538.150024,538.150024,38
19-07-2010,535,543.25,527.849976,536.75,536.75,826
20-07-2010,537.549988,543,537.5,538.25,538.25,71
21-07-2010,540,542.950012,536.049988,539,539,387
22-07-2010,538,545,535.099976,540.599976,540.599976,588
23-07-2010,540.150024,547.799988,540.150024,544.150024,544.150024,128
26-07-2010,543,548.349976,540.549988,541.299988,541.299988,125
27-07-2010,541.099976,548.25,541.099976,547.900024,547.900024,46
28-07-2010,539.150024,547,539.150024,544.200012,544.200012,74
29-07-2010,545,559,531,544.349976,544.349976,122
30-07-2010,528.349976,545,528.349976,541.900024,541.900024,10
02-08-2010,540,547.650024,539.049988,546.650024,546.650024,238
03-08-2010,549.799988,549.799988,540,545,545,236
04-08-2010,545,548,545,545,545,89
05-08-2010,544.400024,553,544.400024,552.950012,552.950012,179
06-08-2010,550,550,548.200012,548.200012,548.200012,14
09-08-2010,549,550.200012,546.099976,549.599976,549.599976,264
10-08-2010,548,548,545,545.5,545.5,33
11-08-2010,545,549.25,545,547.049988,547.049988,25
12-08-2010,544.150024,546.849976,540,546.650024,546.650024,675
13-08-2010,548,549.5,545,545,545,89
16-08-2010,546,549,540.349976,542.049988,542.049988,1311
17-08-2010,544,544,540.200012,540.900024,540.900024,106
18-08-2010,563,563,545,546.349976,546.349976,266
19-08-2010,551.5,555,550.099976,550.299988,550.299988,318
20-08-2010,550.599976,557,550.599976,554.299988,554.299988,14
23-08-2010,501,559.299988,501,559.299988,559.299988,316
24-08-2010,557.349976,557.349976,547.549988,556.299988,556.299988,427
25-08-2010,559.900024,559.900024,546.049988,551,551,141
26-08-2010,552,552,544.700012,544.700012,544.700012,16
27-08-2010,545.5,552.700012,541,544.099976,544.099976,167
30-08-2010,550,550,541.450012,543.25,543.25,2893
31-08-2010,537.799988,544.549988,537.799988,539,539,219
01-09-2010,550,550,543,545,545,173
02-09-2010,548,552.75,547.349976,547.700012,547.700012,104
03-09-2010,547.25,553.150024,547.25,550,550,72
06-09-2010,550,557.900024,550,554.700012,554.700012,744
07-09-2010,551.650024,560,551.650024,557,557,352
08-09-2010,561.950012,564,555.25,564,564,382
09-09-2010,561.349976,561.349976,561.25,561.299988,561.299988,59
13-09-2010,580.599976,580.599976,567.150024,575.200012,575.200012,533
14-09-2010,580,584,576.049988,580.25,580.25,519
15-09-2010,585.950012,585.950012,581.5,584.5,584.5,641
16-09-2010,591.700012,591.700012,576.049988,585,585,158
17-09-2010,585.049988,590.849976,585.049988,590.700012,590.700012,159
20-09-2010,588,600,588,598.650024,598.650024,182
21-09-2010,602,604.900024,595.099976,604.450012,604.450012,843
22-09-2010,520,603.599976,506,595.5,595.5,12495
23-09-2010,587.5,600,587.5,599.950012,599.950012,463
24-09-2010,603.450012,603.450012,597,600.200012,600.200012,65
27-09-2010,605,612.150024,605,609.849976,609.849976,123
28-09-2010,606,609,598.75,602,602,91
29-09-2010,606.950012,607,603,606.200012,606.200012,274
30-09-2010,604,604,596,601,601,142
01-10-2010,610,615.950012,608.299988,614.75,614.75,1043
04-10-2010,620.950012,626.400024,616.049988,616.849976,616.849976,733
05-10-2010,611,623,611,621.200012,621.200012,321
06-10-2010,622,624.849976,525,553.25,553.25,247
07-10-2010,635,635,614.150024,616.200012,616.200012,1039
08-10-2010,613,616,608.150024,612.25,612.25,308
11-10-2010,616,619.849976,615,618,618,153
12-10-2010,615,615,610,612.099976,612.099976,480
13-10-2010,616.849976,627,610,624.799988,624.799988,809
14-10-2010,584,630.950012,584,619.450012,619.450012,1544
15-10-2010,620,620,609,611.700012,611.700012,555
18-10-2010,606.549988,612.5,601.049988,607.450012,607.450012,1204
19-10-2010,611,612.75,601,604.150024,604.150024,2055
20-10-2010,601,610,598.099976,601.150024,601.150024,961
21-10-2010,614.450012,614.450012,606,613.099976,613.099976,105
22-10-2010,618.950012,618.950012,606.25,607.099976,607.099976,466
25-10-2010,612,617,612,616.799988,616.799988,347
26-10-2010,612.650024,614.5,611.799988,611.799988,611.799988,88
27-10-2010,611.799988,611.799988,604.25,606.700012,606.700012,449
28-10-2010,605,610.049988,603,607,607,39
29-10-2010,602.099976,606.25,600,602,602,1462
01-11-2010,613.849976,622.5,613.849976,621.400024,621.400024,320382
02-11-2010,617.950012,625,612.049988,614.849976,614.849976,59
03-11-2010,622,624,620.25,622.700012,622.700012,554
04-11-2010,619,635,619,631.549988,631.549988,563
08-11-2010,632.400024,636,630.450012,635.650024,635.650024,1202
09-11-2010,635.950012,639,630.049988,638.150024,638.150024,2066
10-11-2010,634.099976,648,633.599976,633.599976,633.599976,158
11-11-2010,635,635,626.099976,626.450012,626.450012,375
12-11-2010,622.650024,628.299988,617.25,626.450012,626.450012,591
15-11-2010,620,620,614,618.799988,618.799988,3702
16-11-2010,615.799988,620,604.349976,605.400024,605.400024,3118
18-11-2010,630,630,607,608.400024,608.400024,97
19-11-2010,625,625,600,605.799988,605.799988,245
22-11-2010,605,615,600,612,612,261
23-11-2010,615,615,600,605.849976,605.849976,22149
24-11-2010,601.950012,609,601.950012,601.450012,601.450012,218
25-11-2010,601.450012,602,590.049988,592.349976,592.349976,261
26-11-2010,591.150024,591.150024,580,584.799988,584.799988,1709
29-11-2010,590,600,589.900024,594.099976,594.099976,108
30-11-2010,590.5,597,590.5,597,597,109
01-12-2010,595.400024,600,595.400024,599.200012,599.200012,132
02-12-2010,606.25,608.549988,602.099976,608.450012,608.450012,834
03-12-2010,600.299988,610,600,607,607,176
06-12-2010,608.599976,611.700012,602,603.599976,603.599976,387
07-12-2010,603,619.950012,603,609.200012,609.200012,139
08-12-2010,603,603,593,595.950012,595.950012,380
09-12-2010,592.450012,598.799988,588,591.700012,591.700012,385
10-12-2010,581.849976,599.900024,581.849976,591.200012,591.200012,155
13-12-2010,597.5,598,582.700012,597.549988,597.549988,2149
14-12-2010,600,604.5,598.349976,602.799988,602.799988,91
15-12-2010,599,600.5,592.549988,599,599,420
16-12-2010,599,601,594.349976,596.25,596.25,194
20-12-2010,603.5,607,602.400024,602.400024,602.400024,142
21-12-2010,606.5,606.5,604.900024,606.5,606.5,158
22-12-2010,607.700012,610,603.450012,605,605,266
23-12-2010,605.5,609.950012,603.799988,609.650024,609.650024,99
24-12-2010,609.450012,609.650024,608.200012,609.650024,609.650024,12
27-12-2010,609.599976,614.950012,609.599976,613.450012,613.450012,130
28-12-2010,610.5,610.5,610,610,610,8
29-12-2010,609,611.950012,608.150024,610,610,185
30-12-2010,613.849976,613.849976,612.200012,612.200012,612.200012,42
31-12-2010,618.099976,618.950012,614.900024,618.950012,618.950012,151
03-01-2011,621.349976,623.5,619.400024,621,621,265
04-01-2011,619.900024,621.299988,618.549988,620,620,141
05-01-2011,610,618.950012,610,615.299988,615.299988,790
06-01-2011,615.200012,615.200012,607.799988,608.5,608.5,327
07-01-2011,606.25,606.25,598.25,599,599,955
10-01-2011,590.049988,597.200012,584.349976,585.849976,585.849976,1757
11-01-2011,590,595,575,585.25,585.25,1163
12-01-2011,589,598.900024,576.450012,596.150024,596.150024,11707
13-01-2011,591.700012,593.849976,582.650024,589.849976,589.849976,711
14-01-2011,582,590.099976,571,575.799988,575.799988,5036
17-01-2011,589,589,570.049988,573.400024,573.400024,754
18-01-2011,582,583,570,580.75,580.75,1028
19-01-2011,582,584,576,577.599976,577.599976,220
20-01-2011,575,584,574,578.400024,578.400024,252
21-01-2011,580.5,581.5,578,578,578,22
24-01-2011,580,585,580,584.25,584.25,320
25-01-2011,584.25,590,583,586.599976,586.599976,1140
27-01-2011,580,580,575.049988,579.900024,579.900024,160
28-01-2011,567.049988,571,559,563.299988,563.299988,1112
31-01-2011,556,560,551,553.700012,553.700012,18708
01-02-2011,551,566.900024,545.549988,546,546,5096
02-02-2011,542.5,554.950012,542.5,547.450012,547.450012,626
03-02-2011,548.349976,560,548.200012,558.349976,558.349976,875
04-02-2011,556.650024,561.5,543.900024,546.25,546.25,2027
07-02-2011,549.349976,551.599976,545.700012,549.5,549.5,827
08-02-2011,548.099976,550.549988,537,539.150024,539.150024,3531
09-02-2011,535.099976,542.099976,532,534.450012,534.450012,1632
10-02-2011,538.950012,538.950012,530,531.950012,531.950012,5727
11-02-2011,533,541.900024,528,539.900024,539.900024,1043
14-02-2011,550,553.900024,542,552.200012,552.200012,6418
15-02-2011,558,559.950012,548,556.200012,556.200012,3396
16-02-2011,558,558,554,557.950012,557.950012,126
17-02-2011,556,560,555.299988,560,560,190
18-02-2011,562,565,551.75,551.950012,551.950012,841
21-02-2011,552.599976,558,549.299988,556.599976,556.599976,630
22-02-2011,550,560,550,552.5,552.5,65
23-02-2011,555,555,552.299988,552.5,552.5,55
24-02-2011,548.5,548.5,534,539.200012,539.200012,1043
25-02-2011,555,560,535,537.099976,537.099976,708
28-02-2011,545,553,540,541.599976,541.599976,1379
01-03-2011,548,560,544.950012,558.049988,558.049988,794
03-03-2011,558,565,552.75,557.150024,557.150024,472
04-03-2011,564,564,559.099976,560.700012,560.700012,907
07-03-2011,555.400024,590,549.849976,557.25,557.25,710
08-03-2011,556.599976,562.5,555.549988,557,557,460
09-03-2011,558.650024,562.849976,555,562.75,562.75,654
10-03-2011,559.950012,561.900024,555.049988,561.5,561.5,636
11-03-2011,557.5,559.799988,550.400024,553,553,3056
14-03-2011,553,563,553,560.599976,560.599976,682
15-03-2011,557,569.900024,545.099976,552.75,552.75,1666
16-03-2011,560,561,555.799988,560.349976,560.349976,444
17-03-2011,558,558,543.049988,552.549988,552.549988,1120
18-03-2011,550,550,545,546.400024,546.400024,157
21-03-2011,553.950012,553.950012,543.099976,544.400024,544.400024,334
22-03-2011,512.700012,552,512.700012,551.549988,551.549988,2770
23-03-2011,552.549988,556,552.5,552.950012,552.950012,98
24-03-2011,556.900024,560,555,556.299988,556.299988,264
25-03-2011,561.200012,571.950012,561.200012,570.25,570.25,1728
28-03-2011,570,577.5,567.799988,576.049988,576.049988,8207
29-03-2011,576.900024,582.5,573.049988,577.5,577.5,4501
30-03-2011,581.049988,585.400024,581.049988,583.349976,583.349976,3122
31-03-2011,588.950012,589,580,583.400024,583.400024,1911
01-04-2011,587,590,585,589.099976,589.099976,957
04-04-2011,588.099976,597.799988,588.099976,596.049988,596.049988,402
05-04-2011,594.150024,595,590,594.049988,594.049988,338
06-04-2011,599.299988,599.299988,590,594.650024,594.650024,272
07-04-2011,588.099976,593.950012,588.099976,593.5,593.5,1350
08-04-2011,593.299988,595.5,586,589.450012,589.450012,6220
11-04-2011,586,588.099976,583.150024,584.299988,584.299988,928
13-04-2011,582.900024,595,575,595,595,576
15-04-2011,590,593.950012,587,587.75,587.75,1207
18-04-2011,590,595,577,577.599976,577.599976,735
19-04-2011,579.599976,580.549988,573.25,574.150024,574.150024,201
20-04-2011,579,588.099976,579,588,588,428
21-04-2011,590,595,588,594.349976,594.349976,331
25-04-2011,594.349976,598,590,593.450012,593.450012,814
26-04-2011,589.450012,595.5,585,594.950012,594.950012,1023
27-04-2011,600,600,588,588.200012,588.200012,1372
28-04-2011,599.799988,599.799988,584.049988,584.049988,584.049988,56
29-04-2011,585,586.75,577,580.599976,580.599976,998
02-05-2011,580,580.900024,575.200012,576.849976,576.849976,191
03-05-2011,575,576.5,561,561.700012,561.700012,1338
04-05-2011,561,565,557.099976,559.849976,559.849976,1370
05-05-2011,563.799988,564.950012,555,555.849976,555.849976,12840
06-05-2011,561.299988,566,555,562.349976,562.349976,809
09-05-2011,565.799988,568,561,565.299988,565.299988,5164
10-05-2011,564,570.950012,559,560,560,6110
11-05-2011,559.75,567.950012,559.75,567.5,567.5,589
12-05-2011,561.400024,566,540.299988,556.400024,556.400024,587
13-05-2011,560,570,560,561.700012,561.700012,363
16-05-2011,561.299988,565,560,563.950012,563.950012,128
17-05-2011,561.25,561.25,550.049988,556.900024,556.900024,559
18-05-2011,555,555.5,550,552.349976,552.349976,524
19-05-2011,555,555,552,552.5,552.5,122
20-05-2011,556,560,553.5,559,559,65
23-05-2011,557,557,548.099976,549.150024,549.150024,1141
24-05-2011,552,552,545.299988,550.549988,550.549988,151
25-05-2011,549,549,541,543.349976,543.349976,1518
26-05-2011,543.25,553.599976,541.900024,551.650024,551.650024,176
27-05-2011,553,556.5,550.599976,555.25,555.25,155
30-05-2011,556.5,558.599976,553.849976,555.400024,555.400024,95
31-05-2011,558.599976,563.799988,558,563.400024,563.400024,464
01-06-2011,564,565.599976,562.75,565.5,565.5,518
02-06-2011,560.099976,564.200012,560,563.099976,563.099976,137
03-06-2011,565.950012,567.5,558.099976,559.599976,559.599976,307
06-06-2011,553,563.299988,553,561.599976,561.599976,208
07-06-2011,559,564,559,563.650024,563.650024,509
08-06-2011,560.049988,562.950012,560,560.650024,560.650024,85
09-06-2011,560.650024,564.5,558.799988,564.25,564.25,170
10-06-2011,559.049988,560.5,557.25,558,558,280
13-06-2011,556.349976,559.650024,555.599976,559,559,831
14-06-2011,562,564.950012,560.099976,564.599976,564.599976,178
15-06-2011,562,562.400024,550.25,551.349976,551.349976,948
16-06-2011,555,555,546,547.5,547.5,9604
17-06-2011,550,550,545,545.599976,545.599976,481
20-06-2011,544.450012,544.450012,530,539.25,539.25,6182
21-06-2011,537,544,536,538.900024,538.900024,764
22-06-2011,539.25,541.900024,536.25,539.700012,539.700012,179
23-06-2011,541,544.75,539,539.25,539.25,210
24-06-2011,544.549988,558,544.549988,556.400024,556.400024,2096
27-06-2011,555.849976,563,555.849976,560,560,3042
28-06-2011,560.25,563.400024,553.5,562.349976,562.349976,7670
29-06-2011,562.099976,570,562.099976,568.650024,568.650024,3716
30-06-2011,570,574,569.799988,572.900024,572.900024,785
01-07-2011,573.099976,575.900024,569.950012,571.049988,571.049988,744
04-07-2011,568.25,575,568.25,574.049988,574.049988,369
05-07-2011,571.049988,574,570.200012,573.450012,573.450012,266
06-07-2011,572.049988,572.200012,570.25,571.950012,571.950012,68
07-07-2011,573.799988,579,573.400024,578.150024,578.150024,734
08-07-2011,576.200012,580,574.049988,575.049988,575.049988,437
11-07-2011,568.150024,576.5,568.150024,574.150024,574.150024,546
12-07-2011,569.400024,571,563.900024,566.200012,566.200012,886
13-07-2011,570.5,572,565,566,566,1151
14-07-2011,568,573.950012,563.799988,571.700012,571.700012,237
15-07-2011,568.650024,568.900024,566,567.900024,567.900024,83
18-07-2011,567,569.5,565.5,566.25,566.25,1043
19-07-2011,563.099976,572.099976,560.049988,571.349976,571.349976,1170
20-07-2011,575,575,565.450012,566.599976,566.599976,931
21-07-2011,565,566.349976,564,564,564,247
22-07-2011,569.5,573.650024,569.5,572.400024,572.400024,111
25-07-2011,571.5,578.900024,571.5,578.200012,578.200012,515
26-07-2011,575,577,565,565.950012,565.950012,944
27-07-2011,565,565.700012,562,564,564,2337
28-07-2011,550,562,550,558.950012,558.950012,529
29-07-2011,557.5,564,555.75,557.099976,557.099976,377
01-08-2011,555,568,555,567,567,216
02-08-2011,557,559,553,556.099976,556.099976,1284
03-08-2011,556.549988,556.549988,549,553.5,553.5,1196
04-08-2011,552.950012,554.700012,541.799988,543.599976,543.599976,3867
05-08-2011,531,540,526.5,535.549988,535.549988,13355
08-08-2011,535.5,535.5,518,527.299988,527.299988,6070
09-08-2011,512,529,510,517.75,517.75,8843
10-08-2011,533,533,526,529.349976,529.349976,2349
11-08-2011,526.200012,532.900024,525,527.099976,527.099976,1962
12-08-2011,534,550,519.299988,521,521,1677
16-08-2011,521,525,512,518.799988,518.799988,880
17-08-2011,514.549988,521.849976,506,516.799988,516.799988,1734
18-08-2011,519.799988,519.799988,507,509.299988,509.299988,2321
19-08-2011,511.25,511.25,493.100006,496.75,496.75,14574
22-08-2011,497,505.399994,495,503.950012,503.950012,3805
23-08-2011,505,507.450012,500,504.5,504.5,1921
24-08-2011,505,518,498,502.25,502.25,4042
25-08-2011,502.5,504,495.549988,497.399994,497.399994,927
26-08-2011,498,500,486,491.649994,491.649994,3783
29-08-2011,497,505,487.299988,503.700012,503.700012,1971
30-08-2011,510,513,503,512,512,1046
02-09-2011,510,515.25,504,514.75,514.75,2353
05-09-2011,510,513,506.049988,512.450012,512.450012,480
06-09-2011,517.450012,517.650024,505,516.450012,516.450012,1062
07-09-2011,519.950012,524.900024,517.049988,522.700012,522.700012,2543
08-09-2011,522.450012,526,519,523.950012,523.950012,1193
09-09-2011,519,528.799988,515,515.25,515.25,1310
12-09-2011,512.5,519.849976,502.100006,504.950012,504.950012,3328
13-09-2011,506,513.900024,502,505.25,505.25,2097
14-09-2011,504,515,501.549988,511.799988,511.799988,2510
15-09-2011,510.700012,515,505.149994,514.25,514.25,2182
16-09-2011,501.200012,520,501.149994,516.150024,516.150024,2779
19-09-2011,512,513,505.899994,506.149994,506.149994,2419
20-09-2011,512,521.900024,510.100006,519.5,519.5,1795
21-09-2011,513,524,513,520.799988,520.799988,1836
22-09-2011,513.950012,514,501,504.25,504.25,4932
23-09-2011,502.5,507.399994,493.299988,501.450012,501.450012,5400
26-09-2011,500,500.049988,489.049988,496.25,496.25,3022
27-09-2011,504.049988,505,501,502.950012,502.950012,735
28-09-2011,504,504,497.549988,503.100006,503.100006,162
29-09-2011,500,509.799988,498.600006,505.600006,505.600006,543
30-09-2011,502,508.049988,500,503.200012,503.200012,1470
03-10-2011,502.200012,502.200012,490.049988,495.25,495.25,1733
04-10-2011,494,496,483,487.049988,487.049988,3473
05-10-2011,490,490.799988,483.100006,485.850006,485.850006,3319
07-10-2011,495,501,493.049988,498.549988,498.549988,2216
10-10-2011,501,508,494,505.549988,505.549988,895
11-10-2011,505.149994,514.700012,503.100006,504.899994,504.899994,1990
12-10-2011,510,518,505.799988,515.349976,515.349976,1571
13-10-2011,515,524.900024,515,521,521,2825
14-10-2011,520,523,505,520.049988,520.049988,1855
17-10-2011,520.099976,522,515.099976,515.25,515.25,241
18-10-2011,515.099976,519,510.299988,517.349976,517.349976,591
19-10-2011,514,522,513.549988,519.700012,519.700012,280
20-10-2011,513,521,511,515.599976,515.599976,462
21-10-2011,513,519.900024,510,511.950012,511.950012,183
24-10-2011,517.099976,522,512,512,512,491
25-10-2011,522.950012,527,514.049988,525.099976,525.099976,1322
28-10-2011,530,544,530,542.450012,542.450012,4905
31-10-2011,540,543,536,538.799988,538.799988,850
01-11-2011,537,537.950012,526.599976,532.049988,532.049988,2823
02-11-2011,529.5,537.5,528.049988,529.849976,529.849976,536
03-11-2011,531,534.849976,525.5,532.299988,532.299988,666
04-11-2011,535,539.849976,532.25,534.099976,534.099976,617
08-11-2011,534.049988,538.799988,531.099976,538.349976,538.349976,625
09-11-2011,538.900024,539,529,530.650024,530.650024,870
11-11-2011,526.599976,529.900024,524,525.700012,525.700012,685
14-11-2011,531.099976,531.099976,520,522.75,522.75,868
15-11-2011,522.75,526.849976,514,514.5,514.5,1027
16-11-2011,515,517,507,512.950012,512.950012,1189
17-11-2011,513.700012,513.700012,500.049988,501.899994,501.899994,1713
18-11-2011,501,502,495,498.850006,498.850006,3629
21-11-2011,491.100006,497,486,488.200012,488.200012,3832
22-11-2011,494.899994,494.899994,488,490.700012,490.700012,5410
23-11-2011,486,488.899994,475.25,483.950012,483.950012,15099
24-11-2011,482.200012,490,477,484.850006,484.850006,2390
25-11-2011,480.049988,489.649994,480.049988,483.149994,483.149994,1178
28-11-2011,491,494.899994,487.399994,493.899994,493.899994,751
29-11-2011,488,495.5,482.799988,490.950012,490.950012,6811
30-11-2011,485.350006,492,485,491.350006,491.350006,575
01-12-2011,499,509,499,502.950012,502.950012,4131
02-12-2011,495.25,514.450012,495.25,511.049988,511.049988,1699
05-12-2011,511.049988,514,508.399994,511.5,511.5,629
07-12-2011,511,518.950012,511,511.899994,511.899994,1066
08-12-2011,500,514.450012,500,501.75,501.75,1937
09-12-2011,501,569.900024,494.100006,498.75,498.75,9751
12-12-2011,509.950012,509.950012,485,486.149994,486.149994,2553
13-12-2011,486,492.649994,483,487.950012,487.950012,2994
14-12-2011,489.100006,493.399994,484.100006,488.450012,488.450012,1077
15-12-2011,485,489.899994,478,487.5,487.5,3329
16-12-2011,491,497,475,476.649994,476.649994,3584
19-12-2011,477,490,465.75,477.799988,477.799988,19356
20-12-2011,477,477,462.5,464.350006,464.350006,8678
21-12-2011,470,479.899994,470,478.049988,478.049988,1549
22-12-2011,475.899994,483,472,481.450012,481.450012,1126
23-12-2011,473.200012,484.799988,473.200012,478.799988,478.799988,5732
26-12-2011,484,488.5,482.700012,486.700012,486.700012,1706
27-12-2011,482,488.5,481,482.399994,482.399994,1890
28-12-2011,483,491.450012,477.799988,482.950012,482.950012,919
29-12-2011,477.5,478.5,474,475.049988,475.049988,1314
30-12-2011,476.75,478,471.299988,473.399994,473.399994,955
02-01-2012,475,475,467.25,472.149994,472.149994,2321
03-01-2012,476.25,486,476.25,484.950012,484.950012,1303
04-01-2012,484,486.700012,481.700012,483.75,483.75,432
05-01-2012,485.700012,487,481.799988,482.200012,482.200012,293
06-01-2012,482.799988,489,477.25,484.649994,484.649994,729
07-01-2012,null,null,null,null,null,null
09-01-2012,482.049988,485.799988,480,482.850006,482.850006,839
10-01-2012,485,494.850006,485,493.549988,493.549988,2033
11-01-2012,495,495,492,494.450012,494.450012,532
12-01-2012,491,492.5,487,487.75,487.75,1209
